UNITID,SITEID,UNITNAME,UNITHANDLE,UNITTYPEID,COLLECTID,DEPOSITID,COLLDATE,WATERDEPTH,NEO_HANDLE,UNIT_COMMT,CREATED_AT,UPDATED_AT,COLL_SPEC
1,PAL00151,Aguai Ramata_core1,AGUAI,5,-9999,111,,2.9,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
2,PAL00152,Aire Crossing_core1,AIRECROSS,5,-9999,28,,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
3,PAL00153,X77/50,AJAX,5,14,84,01.01.77,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
4,PAL00154,Ajkwa Estuary core 3,AJKWA3,5,20,112,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
5,PAL00155,Ajkwa Estuary core 4,AJKWA4,5,20,112,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
6,PAL00156,Ajkwa Estuary core 5,AJKWA5,5,20,112,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
7,PAL00157,Alexandra Cave ALEX,ALEX,5,7,110,,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
8,PAL00049,Allom Lake_core1,ALLOM,5,19,111,01.07.03,3.7,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
9,PAL00119,Aluaipugua core 2,ALUAIPUGUA,5,14,84,1989,-9999.99,ALUAIPUGUA,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
10,PAL00158,Anggi Lake_core1,ANGGILK,5,-9999,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
11,PAL00159,Apple Orchard Lagoon_core1,APPLELGN,5,-9999,111,01.12.19,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
12,PAL00093,Argan Swamp_core1,ARGANSWP,5,14,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
13,PAL00160,Awanui_core1,AWANUI,5,21,84,,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
14,PAL00161,Badu 15_core1,BADU15,5,14,29,,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
15,PAL00094,Bar 20_core1,BAR20,5,14,111,,0.625,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
16,PAL00064,Barker Swamp BSC BSCX composite,BARKERSWP,5,19,111,01.12.03,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
17,PAL00062,TAS1104,TAS1104,5,19,111,01.01.11,5.2,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
18,PAL00095,Bega Swamp_core1,BEGASWP,14,40,84,,-9999.99,BEGASWAM,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
19,PAL00023,Bells Lagoon_core1,BELLSLGN,5,19,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
20,PAL00162,Ben Dhu_core1,BENDHU,5,-9999,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
21,PAL00083,Big Reedy Lagoon_core1,BIGREEDY,5,14,111,08.12.17,-9999.99,BIGREEDY,For more information on site/data contact Matthew Adeleye or Simon Haberle,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
22,PAL00011,Big Willum BW01,BW01,5,-9999,111,01.08.11,4,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
23,PAL00012,Big Willum BW03,BW03,5,19,111,01.08.11,4,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
24,PAL00013,BWIL2,BWIL2,5,41,111,01.07.17,3.5,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
25,PAL00163,Bishops Swamp core BS1,BS1,5,20,84,18.11.09,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
26,PAL00164,Black Creek Swamp Bone Bed trench section B6 East,BLACKCKTR,6,5,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
27,PAL00164,Black Creek Swamp pollen core,BLACKCK,5,14,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
28,PAL00112,Black Springs BSP00,BSP00,5,-9999,116,01.07.05,-9999.99,,COREDATE source is IPPD,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
29,PAL00112,Black Springs BSP02,BSP02,5,14,116,01.06.15,-9999.99,BSP02,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
30,PAL00096,Black Swamp_core1,BLACKSWP,5,-9999,84,,-9999.99,BLACKSW,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
31,PAL00165,Blackwater Lake_core1,BLACKWLK,5,-9999,111,2008,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
32,PAL00166,Blackwells' Bush_core1,BLACKWELL,5,21,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
33,PAL00167,Blanche Cave BC,BLANCHE,5,7,110,,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
34,PAL00168,TAS1602,TAS1602,5,14,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
35,PAL00007,Blue Lake Karboora 2007 composite,BLUEKARB,5,18,111,2007,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
36,PAL00028,Blue Lake Kosciuszko_core1,BLUEKOS,5,-9999,111,,28,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
37,PAL00029,Blue Lake Kosciuszko Core 6,BLUEKOS6,5,7,111,,28,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
38,PAL00030,Blue Lake Kosciuszko Core 2,BLUEKOS2,5,7,111,,28,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
39,PAL00030,Blue Lake Kosciuszko Core 3,BLUEKOS3,5,7,111,,28,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
40,PAL00030,Blue Lake Kosciuszko Core 1,BLUEKOS1,5,7,111,,28,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
41,PAL00169,Blundells Flat_core1,BLUNDELL,5,-9999,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
42,PAL00170,Boat Harbour Creek BH2,BH2,5,20,84,01.01.96,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
43,PAL00001,Bobundara Swamp pollen core,BOBUNDSWP,5,14,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
44,PAL00171,Boggy Swamp_core1,BOGGY,5,-9999,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
45,PAL00078,Boigu Gawat Swamp 1 core 2,BOIGUSWP1,5,14,111,,1.5,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
46,PAL00079,Boigu Gawat Swamp 2 core 2,BOIGUSWP2,5,14,111,,1.2,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
47,PAL00172,Bolin Billabong Core 1 Core 4 composite,BOLIN,5,-9999,111,,3,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
48,PAL00024,Bondi Lake centre core,BONDIC,5,14,111,,4.5,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
49,PAL00025,Bondi Lake south core,BONDIS,5,14,111,,4.5,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
50,PAL00173,Boomer Swamp Core 12,BOOMERSWP,5,-9999,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
51,PAL00174,Boulder Flat_core1,BOULDER,5,-9999,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
52,PAL00175,Breadalbane SE_core1,BREADALB,5,18,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
53,PAL00045,Bridgewater Lake Core A,BRIDGELKA,5,-9999,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
54,PAL00046,Bridgewater Lake Core B,BRIDGELKB,5,-9999,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
55,PAL00047,Bridgewater Lake in situ beach peat,BRIDGELKIN,5,-9999,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
56,PAL00048,Bridgewater Lake not in situ beach peat,BRIDGELKPE,5,-9999,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
57,PAL00002,Bromfield Swamp core BS02,BS02,5,19,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
58,PAL00003,Bromfield Swamp BSAT03,BSAT03,5,19,84,01.06.09,1.1,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
59,PAL00004,Bromfield Swamp_core1,BROMFIELD,5,17,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
60,PAL00176,Brooks Ridge Fen_core1,BROOKSR,14,40,-9999,01.01.95,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
61,PAL00177,Buck03,BUCK03,5,7,7,01.12.16,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
62,PAL00177,Buck02,BUCK02,5,7,7,01.12.16,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
63,PAL00178,Bullock Creek BC1,BC1,5,14,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
64,PAL00179,Bumpy Lagoon_core1,BUMPYLGN,5,-9999,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
65,PAL00180,Burraga Swamp centre core,BURRAGC,5,14,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
66,PAL00181,Burralow Creek Swamp_core1,BURRALOW,5,20,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
67,PAL00182,Butchers Swamp_core1,BUTCHER,5,-9999,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
68,PAL00183,Buxton_core1,BUXTON,5,19,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
69,PAL00055,Byenup Lagoon Site 1_core1,BYENUP1,5,14,111,1996,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
70,PAL00056,Byenup Lagoon Site 2_core1,BYENUP2,5,14,111,1997,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
71,PAL00184,Caledonia Fen 1997 2001 composite,CALEDONIA,5,18,-9999,1997,0.1,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
72,PAL00184,Caledonia Fen 2009 core,CALED2009,5,14,-9999,2009,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
73,PAL00128,Cameron's Lagoon_core1,CAMERONS,5,20,84,10.01.80,1,CAMERONS,Recored in 1983,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
74,PAL00185,Campbell Creek_core1,CAMPBCK,5,20,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
75,PAL00186,Campbell Island Site B-120_core1,CAMPB120,5,20,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
76,PAL00187,Campbell Island Site B-50_core1,CAMPB50,5,20,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
77,PAL00188,Campbell Island Site S-115_core1,CAMPS115,5,7,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
78,PAL00189,Campbell Island Site S-195_core1,CAMPS195,5,7,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
79,PAL00190,Campbell Island Site S-30_core1,CAMPS30,6,5,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
80,PAL00191,Campbell Island Site S-360_core1,CAMPS360,5,7,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
81,PAL00192,Campbell Island Site T-420_core1,CAMPT420,5,7,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
82,PAL00097,Caution Bay Core 1,CAUTION1,5,20,112,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
83,PAL00098,Caution Bay Core 3,CAUTION3,5,20,112,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
84,PAL00193,Chapple Vale Swamp composite core,CHAPPLE,5,7,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
85,PAL00194,Chumbrumba_core1,CHUMBR,5,14,84,2011,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
86,PAL00195,X72/77,CLARKSJ,5,14,84,01.01.72,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
87,PAL00005,Cleveland Lagoon_core1,CLEVELAND,6,5,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
88,PAL00084,Club Lake CL4,CL4,5,19,-9999,2011,1,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
89,PAL00085,Club Lake western basin_core1,CLUBLK,14,40,-9999,,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
90,PAL00196,Cobb Valley CV2,CV2,5,14,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
91,PAL00197,Cobb Valley CV3,CV3,5,14,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
92,PAL00042,Cobrico Swamp edge_core1,COBRICO,5,20,-9999,,1,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
93,PAL00099,CCS1,CCS1,5,14,84,12.04.18,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
94,PAL00138,CSM_NRP_001,CSM001,6,5,113,04.10.19,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
95,PAL00139,CSM_NRP_004,CSM004,6,5,113,04.12.19,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
96,PAL00140,CSM_NRP_007,CSM007,6,5,113,16.06.19,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
97,PAL00141,CSM_NRP_010,CSM010,6,5,113,17.07.19,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
98,PAL00198,CSN-Monolith,CORRALSWP,14,40,84,08.02.22,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
99,PAL00199,Cotter Source Bog Centre Core A,CSBCA,5,20,84,01.02.96,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
100,PAL00200,Cotter Source Bog Margin CSBM,CSBM,6,5,84,01.05.97,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
101,PAL00018,Crystal Lagoon_core1,CRYLGN,5,14,111,2019,1,CRYLGN,IPPD collection date is 18/12/2020,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
102,PAL00201,Cuddie Springs_core1,CUDDIE,5,-9999,-9999,,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
103,PAL00202,Curreens' Paddock_core1,CURREEN,5,21,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
104,PAL00203,Dalhousie Springs_core1,DALHOUS,5,-9999,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
105,PAL00204,Dandabah Swamp DB-3,DB3,5,18,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
106,PAL00488,Dead Sheep Cave DS,DEADSHEEP,5,7,110,,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
107,PAL00205,Deep Creek Tapanappa Swamp DCT2,DCT2,5,20,84,01.01.96,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
108,PAL00050,Deepwater Lake DWL,DWL,5,19,111,2016,4.9,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
109,PAL00206,DP3,DP3,5,-9999,28,1994,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
110,PAL00206,DP1,DP1,5,-9999,28,1986,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
111,PAL00207,DP2,DP2,5,-9999,28,1986,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
112,PAL00208,Diamond Lake 2007 core,DIAMOND07,5,19,111,2007,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
113,PAL00208,Diamond Lake 2009 core,DIAMOND09,5,-9999,111,2009,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
114,PAL00208,DIA2013,DIA2013,5,19,111,2013,7.2,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
115,PAL00209,Dingle Burn_core1,DINGLEB,5,-9999,111,2008,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
116,PAL00006,Diprose Lagoon_core1,DIPROSE,5,19,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
117,PAL00124,TAS1507 SC2,TAS1507,5,-9999,111,01.01.15,65,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
118,PAL00125,Dove Lake_core1,COREDC1,5,-9999,111,15.01.94,-9999,COREDC1,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,Mackereth Corer
119,PAL00210,Dublin Bog Core 8,DUBLIN,5,19,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
120,PAL00136,Dukes Tarn 2008 core,DUKES,5,-9999,111,01.03.08,-9999.99,DUKES,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,polycarbonate tube (Klien core)
121,PAL00211,Duncan Stream_core1,DUNCANST,5,-9999,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
122,PAL00212,Dunphy Lake DL_C1,DLC1,5,7,111,12.10.14,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
123,PAL00212,Dunphy Lake DL_A1,DLA1,5,41,111,12.10.14,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
124,PAL00100,Egg Lagoon EL10 EL11 composite,EGGLGN,5,7,84,,-9999.99,EGGLGN,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,hand-driven auger
125,PAL00065,EPIC,EPIC,5,20,84,15.01.22,5,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
126,PAL00213,Erua Swamp_core1,ERUASWP,5,20,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
127,PAL00214,Euabalong Bore 36171,EUABALONG,5,-9999,28,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
128,PAL00063,X97/10,EWEBURN,5,14,84,01.01.97,0,EWEBURN,"Coring site is approximately 20 m from a large tarn, in an area dominated by Sphagnum cristatum. It is close to a zone where the bog becomes more waterlogged and increasingly dominated by the hydrophilous S. falcatulum towards the edge of the tarn. A dense scrub predominantly of Dracophyllum and Halocarpus surrounds the site. The immediate area of the bog has been largely deforested. Small forest remnants nearby are dominated by Nothofagus solandri var. cliffortioides with lesser amounts of N. menziezii, N. fusca and occasional scattered trees of Dacrydium cupressinum, and Podocarpus hallii over an open understorey of Neomyrtu pedunculata and Myrsine divaricata.",2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,"1-m long (10-cm diameter) D-section corer for the top 500 cm, and a Hiller borer for the bottom 500-550 cm section"
129,PAL00111,FRN02,FRN02,5,14,116,01.06.15,-9999.99,FRN02,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
130,PAL00215,Forsythes' Paddock_core1,FORSYTHES,5,21,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
131,PAL00216,FC-Monolith,FORTRESS,14,40,84,13.12.21,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
132,PAL00086,Four Mile Billabong Core 89.1,FOURMILE,5,19,111,1989,1.5,FOURMI88,IPPD collection date is 01-06-1988,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,"Lake Cores were collected by hand in 1988. 50mm diameter cores were collected using soft steel tubing in 1988. (Shulmeister,1991)"
133,PAL00217,GC-17,GC17,5,-9999,9,01.12.95,1093,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
134,PAL00218,Fred South Swamp_core1,FREDSOUTH,5,20,84,,1,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
135,PAL00219,Gabbro Creek GB1,GB1,5,14,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
136,PAL00220,Gallahers Swamp_core1,GALLAHERS,5,-9999,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
137,PAL00221,Galway Tarn 0111 0505 composite,GALWAY,5,-9999,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
138,PAL00110,ELZ01,ELZ01,5,14,116,01.06.15,-9999.99,ELZ01,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
139,PAL00222,GCS1,GCS1,5,20,84,1989,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
140,PAL00222,GCS2,GCS2,5,20,84,1989,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
141,PAL00223,Ginini Flats_core1,GININIFLAT,5,-9999,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
142,PAL00224,X96/2,GLENDBOG,5,14,84,01.01.96,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
143,PAL00225,Glendhu Lagoon_core1,GLENDLGN,5,20,111,1998,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
144,PAL00226,Gooches Swamp GCR,GCR,5,14,-9999,01.06.02,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
145,PAL00127,Granta Pools_core1,GRANTA,5,20,111,01.01.08,-9999.99,GOG,COREDATE source is IPPD,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
146,PAL00227,Grays' Swamp_core1,GRAYSSWP,5,20,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
147,PAL00087,Green Lagoon_core1,GRNLGN,5,-9999,111,06.12.19,50,GRNLGN,COREDATE source is IPPD,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
148,PAL00228,Greens Bush_core1,GREENSBUSH,5,-9999,-9999,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
149,PAL00229,Grey Pole Swamp Broughton Island_core1,GREYPOLE,5,14,84,2005,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
150,PAL00230,Griffith Swamp_core1,GRIFFITH,5,14,84,,0.1,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
151,PAL00231,Gulf of Papua MD05-2950,MD05,5,19,9,2005,476,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
152,PAL00232,Gulf of Papua MV-41,MV41,5,19,9,2004,92,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
153,PAL00233,Gulf of Papua MV-46,MV46,5,19,9,2004,399,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
154,PAL00234,Haeapugua Basin core H6,HAEAPH6,5,14,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
155,PAL00235,Halfmoon Bay X81/20,HALFMOON,5,20,-9999,,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
156,PAL00236,Halls Bush_core1,HALLSB,5,20,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
157,PAL00237,Harataonga_core1,HARATAON,5,21,84,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
158,PAL00061,TAS1207,TAS1207,5,19,111,01.01.12,40.5,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
159,PAL00026,HAZLAG,HAZLAG,5,14,111,01.02.09,0,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
160,PAL00238,Henty Bridge_core1,HENTY,5,-9999,111,,-9999.99,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
161,PAL00088,Hidden Swamp_core1,HS78,5,20,84,01.06.78,-9999.99,HS78,COREDATE source is IPPD,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
162,PAL00239,Hogan's Billabong core a,HOGAN,5,19,111,01.07.00,2.5,,,2023-11-28 19:46:42.988 +0100,2024-01-08 10:19:32.660 +0100,
