"SMPAGEID","SAMPLEID","CHRONLGYID","AGE","AGEYOUNGER","AGEOLDER","CREATED_AT","UPDATED_AT"
398910,344610,25560,3737.3,3492.7,3981.8,"2024-04-11 08:39:06.965 +0200",NA
398911,344611,25560,3816.6,3582.4,4050.8,"2024-04-11 08:39:06.965 +0200",NA
398912,344612,25560,3896.1,3673.5,4118.7,"2024-04-11 08:39:06.965 +0200",NA
398913,344613,25560,3975.5,3765.6,4185.4,"2024-04-11 08:39:06.965 +0200",NA
398914,344614,25560,4054.8,3859.4,4250.3,"2024-04-11 08:39:06.965 +0200",NA
398915,344615,25560,4134.1,3955.1,4313.1,"2024-04-11 08:39:06.965 +0200",NA
398916,344616,25560,4213.5,4053.5,4373.5,"2024-04-11 08:39:06.965 +0200",NA
398917,344617,25560,4292.9,4155.3,4430.5,"2024-04-11 08:39:06.965 +0200",NA
398918,344618,25560,4372.2,4263.7,4480.6,"2024-04-11 08:39:06.965 +0200",NA
398919,344619,25560,4451.4,4387.7,4515.2,"2024-04-11 08:39:06.965 +0200",NA
398920,344620,25560,4498.3,4449.9,4546.7,"2024-04-11 08:39:06.965 +0200",NA
398921,344621,25560,4525.6,4467.9,4583.4,"2024-04-11 08:39:06.965 +0200",NA
398922,344622,25560,4553,4487.2,4618.8,"2024-04-11 08:39:06.965 +0200",NA
398923,344623,25560,4580.3,4507.2,4653.4,"2024-04-11 08:39:06.965 +0200",NA
398924,344624,25560,4607.6,4527.9,4687.3,"2024-04-11 08:39:06.965 +0200",NA
398925,344625,25560,4635,4549.1,4720.8,"2024-04-11 08:39:06.965 +0200",NA
398926,344626,25560,4662.3,4570.7,4754,"2024-04-11 08:39:06.965 +0200",NA
398927,344627,25560,4689.7,4592.5,4786.9,"2024-04-11 08:39:06.965 +0200",NA
398928,344628,25560,4717,4614.5,4819.5,"2024-04-11 08:39:06.965 +0200",NA
398929,344629,25560,4744.4,4636.8,4851.9,"2024-04-11 08:39:06.965 +0200",NA
398930,344630,25560,4771.7,4659.2,4884.1,"2024-04-11 08:39:06.965 +0200",NA
398931,344631,25560,4799,4681.8,4916.2,"2024-04-11 08:39:06.965 +0200",NA
398932,344632,25560,4826.4,4704.6,4948.2,"2024-04-11 08:39:06.965 +0200",NA
398933,344633,25560,4853.7,4727.5,4980,"2024-04-11 08:39:06.965 +0200",NA
398934,344634,25560,4881,4750.4,5011.6,"2024-04-11 08:39:06.965 +0200",NA
398935,344635,25560,4908.4,4773.5,5043.2,"2024-04-11 08:39:06.965 +0200",NA
398936,344636,25560,4935.7,4796.7,5074.8,"2024-04-11 08:39:06.965 +0200",NA
398937,344637,25560,4963.1,4819.9,5106.2,"2024-04-11 08:39:06.965 +0200",NA
398938,344736,25561,-59.7,-62.5,-56.9,"2024-04-11 08:39:06.965 +0200",NA
398939,344737,25561,-27.5,-32.2,-22.8,"2024-04-11 08:39:06.965 +0200",NA
398940,344738,25561,-6,-9.9,-2.1,"2024-04-11 08:39:06.965 +0200",NA
398941,344739,25561,18.9,14.9,22.9,"2024-04-11 08:39:06.965 +0200",NA
398942,344740,25561,36.7,30.8,42.6,"2024-04-11 08:39:06.965 +0200",NA
398943,344741,25561,54.5,48,61,"2024-04-11 08:39:06.965 +0200",NA
398944,344742,25561,72.4,66.2,78.6,"2024-04-11 08:39:06.965 +0200",NA
398945,344743,25561,90.2,85.4,95,"2024-04-11 08:39:06.965 +0200",NA
398946,344744,25561,128.1,116.7,139.5,"2024-04-11 08:39:06.965 +0200",NA
398947,344745,25561,166,152.4,179.6,"2024-04-11 08:39:06.965 +0200",NA
398948,344746,25561,203.9,190.1,217.7,"2024-04-11 08:39:06.965 +0200",NA
398949,344747,25561,241.7,229.5,253.9,"2024-04-11 08:39:06.965 +0200",NA
398950,344748,25561,279.5,272.3,286.7,"2024-04-11 08:39:06.965 +0200",NA
398951,344749,25561,312.8,304.2,321.4,"2024-04-11 08:39:06.965 +0200",NA
398952,344750,25561,346,341.8,350.2,"2024-04-11 08:39:06.965 +0200",NA
398953,344751,25561,381.9,372,391.8,"2024-04-11 08:39:06.965 +0200",NA
398954,344752,25561,417.8,407.4,428.2,"2024-04-11 08:39:06.965 +0200",NA
398955,344753,25561,453.8,447,460.6,"2024-04-11 08:39:06.965 +0200",NA
398956,344754,25561,476.7,469.5,483.9,"2024-04-11 08:39:06.965 +0200",NA
398957,344755,25561,499.6,494.1,505.1,"2024-04-11 08:39:06.965 +0200",NA
398958,344756,25561,519.3,512.8,525.8,"2024-04-11 08:39:06.965 +0200",NA
398959,344757,25561,565.6,559.5,571.7,"2024-04-11 08:39:06.965 +0200",NA
398960,344758,25561,590.6,580.3,600.9,"2024-04-11 08:39:06.965 +0200",NA
398961,344759,25561,615.5,602.2,628.8,"2024-04-11 08:39:06.965 +0200",NA
398962,344760,25561,-59.7,-62.5,-56.9,"2024-04-11 08:39:06.965 +0200",NA
398963,344761,25561,-27.5,-32.2,-22.8,"2024-04-11 08:39:06.965 +0200",NA
398964,344762,25561,-6,-9.9,-2.1,"2024-04-11 08:39:06.965 +0200",NA
398965,344763,25561,18.9,14.9,22.9,"2024-04-11 08:39:06.965 +0200",NA
398966,344764,25561,36.7,30.8,42.6,"2024-04-11 08:39:06.965 +0200",NA
398967,344765,25561,54.5,48,61,"2024-04-11 08:39:06.965 +0200",NA
398968,344766,25561,72.4,66.2,78.6,"2024-04-11 08:39:06.965 +0200",NA
398969,344767,25561,90.2,85.4,95,"2024-04-11 08:39:06.965 +0200",NA
398970,344768,25561,128.1,116.7,139.5,"2024-04-11 08:39:06.965 +0200",NA
398971,344769,25561,166,152.4,179.6,"2024-04-11 08:39:06.965 +0200",NA
398972,344770,25561,203.9,190.1,217.7,"2024-04-11 08:39:06.965 +0200",NA
398973,344771,25561,241.7,229.5,253.9,"2024-04-11 08:39:06.965 +0200",NA
398974,344772,25561,279.5,272.3,286.7,"2024-04-11 08:39:06.965 +0200",NA
398975,344773,25561,312.8,304.2,321.4,"2024-04-11 08:39:06.965 +0200",NA
398976,344774,25561,346,341.8,350.2,"2024-04-11 08:39:06.965 +0200",NA
398977,344775,25561,381.9,372,391.8,"2024-04-11 08:39:06.965 +0200",NA
398978,344776,25561,417.8,407.4,428.2,"2024-04-11 08:39:06.965 +0200",NA
398979,344777,25561,453.8,447,460.6,"2024-04-11 08:39:06.965 +0200",NA
398980,344778,25561,476.7,469.5,483.9,"2024-04-11 08:39:06.965 +0200",NA
398981,344779,25561,499.6,494.1,505.1,"2024-04-11 08:39:06.965 +0200",NA
398982,344780,25561,519.3,512.8,525.8,"2024-04-11 08:39:06.965 +0200",NA
398983,344781,25561,565.6,559.5,571.7,"2024-04-11 08:39:06.965 +0200",NA
398984,344782,25561,590.6,580.3,600.9,"2024-04-11 08:39:06.965 +0200",NA
398985,344783,25561,615.5,602.2,628.8,"2024-04-11 08:39:06.965 +0200",NA
398986,344840,25561,-59.7,-62.5,-56.9,"2024-04-11 08:39:06.965 +0200",NA
398987,344784,25561,-59.7,-62.5,-56.9,"2024-04-11 08:39:06.965 +0200",NA
398988,344841,25561,-57.5,-60.5,-54.5,"2024-04-11 08:39:06.965 +0200",NA
398989,344785,25561,-57.5,-60.5,-54.5,"2024-04-11 08:39:06.965 +0200",NA
398990,344842,25561,-52.2,-55.8,-48.6,"2024-04-11 08:39:06.965 +0200",NA
398991,344786,25561,-52.2,-55.8,-48.6,"2024-04-11 08:39:06.965 +0200",NA
398992,344843,25561,-46.8,-50.9,-42.7,"2024-04-11 08:39:06.965 +0200",NA
398993,344787,25561,-46.8,-50.9,-42.7,"2024-04-11 08:39:06.965 +0200",NA
398994,344844,25561,-41.4,-45.8,-37,"2024-04-11 08:39:06.965 +0200",NA
398995,344788,25561,-41.4,-45.8,-37,"2024-04-11 08:39:06.965 +0200",NA
398996,344845,25561,-36.1,-40.7,-31.5,"2024-04-11 08:39:06.965 +0200",NA
398997,344789,25561,-36.1,-40.7,-31.5,"2024-04-11 08:39:06.965 +0200",NA
398998,344846,25561,-30.7,-35.3,-26.1,"2024-04-11 08:39:06.965 +0200",NA
398999,344790,25561,-30.7,-35.3,-26.1,"2024-04-11 08:39:06.965 +0200",NA
399000,344847,25561,-25.3,-29.9,-20.7,"2024-04-11 08:39:06.965 +0200",NA
399001,344791,25561,-25.3,-29.9,-20.7,"2024-04-11 08:39:06.965 +0200",NA
399002,344848,25561,-20,-24.6,-15.4,"2024-04-11 08:39:06.965 +0200",NA
399003,344792,25561,-20,-24.6,-15.4,"2024-04-11 08:39:06.965 +0200",NA
399004,344849,25561,-14.6,-19,-10.2,"2024-04-11 08:39:06.965 +0200",NA
399005,344793,25561,-14.6,-19,-10.2,"2024-04-11 08:39:06.965 +0200",NA
399006,344850,25561,-9.3,-13.4,-5.2,"2024-04-11 08:39:06.965 +0200",NA
399007,344794,25561,-9.3,-13.4,-5.2,"2024-04-11 08:39:06.965 +0200",NA
399008,344851,25561,-3.9,-7.6,-0.2,"2024-04-11 08:39:06.965 +0200",NA
399009,344795,25561,-3.9,-7.6,-0.2,"2024-04-11 08:39:06.965 +0200",NA
399010,344852,25561,1.5,-1.7,4.7,"2024-04-11 08:39:06.965 +0200",NA
399011,344796,25561,1.5,-1.7,4.7,"2024-04-11 08:39:06.965 +0200",NA
399012,344853,25561,6.6,4.3,8.9,"2024-04-11 08:39:06.965 +0200",NA
399013,344797,25561,6.6,4.3,8.9,"2024-04-11 08:39:06.965 +0200",NA
399014,344854,25561,13.8,11.3,16.3,"2024-04-11 08:39:06.965 +0200",NA
399015,344798,25561,13.8,11.3,16.3,"2024-04-11 08:39:06.965 +0200",NA
399016,344855,25561,22.5,18,27,"2024-04-11 08:39:06.965 +0200",NA
399017,344799,25561,22.5,18,27,"2024-04-11 08:39:06.965 +0200",NA
399018,344856,25561,31.4,25.9,36.9,"2024-04-11 08:39:06.965 +0200",NA
399019,344800,25561,31.4,25.9,36.9,"2024-04-11 08:39:06.965 +0200",NA
399020,344857,25561,40.3,34.2,46.4,"2024-04-11 08:39:06.965 +0200",NA
399021,344801,25561,40.3,34.2,46.4,"2024-04-11 08:39:06.965 +0200",NA
399022,344858,25561,49.2,42.7,55.7,"2024-04-11 08:39:06.965 +0200",NA
399023,344802,25561,49.2,42.7,55.7,"2024-04-11 08:39:06.965 +0200",NA
399024,344859,25561,58.1,51.6,64.6,"2024-04-11 08:39:06.965 +0200",NA
399025,344803,25561,58.1,51.6,64.6,"2024-04-11 08:39:06.965 +0200",NA
399026,344860,25561,67,60.6,73.4,"2024-04-11 08:39:06.965 +0200",NA
399027,344804,25561,67,60.6,73.4,"2024-04-11 08:39:06.965 +0200",NA
399028,344861,25561,76,70,82,"2024-04-11 08:39:06.965 +0200",NA
399029,344805,25561,76,70,82,"2024-04-11 08:39:06.965 +0200",NA
399030,344862,25561,84.9,79.5,90.3,"2024-04-11 08:39:06.965 +0200",NA
399031,344806,25561,84.9,79.5,90.3,"2024-04-11 08:39:06.965 +0200",NA
399032,344863,25561,97.8,90.8,104.8,"2024-04-11 08:39:06.965 +0200",NA
399033,344807,25561,97.8,90.8,104.8,"2024-04-11 08:39:06.965 +0200",NA
399034,344864,25561,116.8,106.6,127,"2024-04-11 08:39:06.965 +0200",NA
399035,344808,25561,116.8,106.6,127,"2024-04-11 08:39:06.965 +0200",NA
399036,344865,25561,135.7,123.7,147.7,"2024-04-11 08:39:06.965 +0200",NA
399037,344809,25561,135.7,123.7,147.7,"2024-04-11 08:39:06.965 +0200",NA
399038,344866,25561,154.6,141.4,167.8,"2024-04-11 08:39:06.965 +0200",NA
399039,344810,25561,154.6,141.4,167.8,"2024-04-11 08:39:06.965 +0200",NA
399040,344867,25561,173.6,159.7,187.5,"2024-04-11 08:39:06.965 +0200",NA
399041,344811,25561,173.6,159.7,187.5,"2024-04-11 08:39:06.965 +0200",NA
399042,344868,25561,192.5,178.5,206.5,"2024-04-11 08:39:06.965 +0200",NA
399043,344812,25561,192.5,178.5,206.5,"2024-04-11 08:39:06.965 +0200",NA
399044,344869,25561,211.4,197.7,225.1,"2024-04-11 08:39:06.965 +0200",NA
399045,344813,25561,211.4,197.7,225.1,"2024-04-11 08:39:06.965 +0200",NA
399046,344870,25561,230.3,217.4,243.2,"2024-04-11 08:39:06.965 +0200",NA
399047,344814,25561,230.3,217.4,243.2,"2024-04-11 08:39:06.965 +0200",NA
399048,344871,25561,249.3,237.8,260.8,"2024-04-11 08:39:06.965 +0200",NA
399049,344815,25561,249.3,237.8,260.8,"2024-04-11 08:39:06.965 +0200",NA
399050,344872,25561,268.2,258.9,277.5,"2024-04-11 08:39:06.965 +0200",NA
399051,344816,25561,268.2,258.9,277.5,"2024-04-11 08:39:06.965 +0200",NA
399052,344873,25561,286.2,278.3,294.1,"2024-04-11 08:39:06.965 +0200",NA
399053,344817,25561,286.2,278.3,294.1,"2024-04-11 08:39:06.965 +0200",NA
399054,344874,25561,302.8,294.1,311.5,"2024-04-11 08:39:06.965 +0200",NA
399055,344818,25561,302.8,294.1,311.5,"2024-04-11 08:39:06.965 +0200",NA
399056,344875,25561,319.4,311.2,327.6,"2024-04-11 08:39:06.965 +0200",NA
399057,344819,25561,319.4,311.2,327.6,"2024-04-11 08:39:06.965 +0200",NA
399058,344876,25561,336.1,329.6,342.6,"2024-04-11 08:39:06.965 +0200",NA
399059,344820,25561,336.1,329.6,342.6,"2024-04-11 08:39:06.965 +0200",NA
399060,344877,25561,353.2,346.9,359.5,"2024-04-11 08:39:06.965 +0200",NA
399061,344821,25561,353.2,346.9,359.5,"2024-04-11 08:39:06.965 +0200",NA
399062,344878,25561,371.2,362.2,380.2,"2024-04-11 08:39:06.965 +0200",NA
399063,344822,25561,371.2,362.2,380.2,"2024-04-11 08:39:06.965 +0200",NA
399064,344879,25561,389.1,378.8,399.4,"2024-04-11 08:39:06.965 +0200",NA
399065,344823,25561,389.1,378.8,399.4,"2024-04-11 08:39:06.965 +0200",NA
399066,344880,25561,407,396.4,417.6,"2024-04-11 08:39:06.965 +0200",NA
399067,344824,25561,407,396.4,417.6,"2024-04-11 08:39:06.965 +0200",NA
399068,344881,25561,425,414.9,435.1,"2024-04-11 08:39:06.965 +0200",NA
399069,344825,25561,425,414.9,435.1,"2024-04-11 08:39:06.965 +0200",NA
399070,344882,25561,443,434.5,451.5,"2024-04-11 08:39:06.965 +0200",NA
399071,344826,25561,443,434.5,451.5,"2024-04-11 08:39:06.965 +0200",NA
399072,344883,25561,458.4,451.3,465.5,"2024-04-11 08:39:06.965 +0200",NA
399073,344827,25561,458.4,451.3,465.5,"2024-04-11 08:39:06.965 +0200",NA
399074,344884,25561,469.8,462.5,477.1,"2024-04-11 08:39:06.965 +0200",NA
399075,344828,25561,469.8,462.5,477.1,"2024-04-11 08:39:06.965 +0200",NA
399076,344885,25561,481.3,474.3,488.3,"2024-04-11 08:39:06.965 +0200",NA
399077,344829,25561,481.3,474.3,488.3,"2024-04-11 08:39:06.965 +0200",NA
399078,344886,25561,492.7,486.5,498.9,"2024-04-11 08:39:06.965 +0200",NA
399079,344830,25561,492.7,486.5,498.9,"2024-04-11 08:39:06.965 +0200",NA
399080,344887,25561,503.6,497.8,509.4,"2024-04-11 08:39:06.965 +0200",NA
399081,344831,25561,503.6,497.8,509.4,"2024-04-11 08:39:06.965 +0200",NA
399082,344888,25561,513.4,507,519.8,"2024-04-11 08:39:06.965 +0200",NA
399083,344832,25561,513.4,507,519.8,"2024-04-11 08:39:06.965 +0200",NA
399084,344889,25561,528.6,520.7,536.5,"2024-04-11 08:39:06.965 +0200",NA
399085,344833,25561,528.6,520.7,536.5,"2024-04-11 08:39:06.965 +0200",NA
399086,344890,25561,551.8,543.6,560,"2024-04-11 08:39:06.965 +0200",NA
399087,344834,25561,551.8,543.6,560,"2024-04-11 08:39:06.965 +0200",NA
399088,344891,25561,570.6,563.5,577.7,"2024-04-11 08:39:06.965 +0200",NA
399089,344835,25561,570.6,563.5,577.7,"2024-04-11 08:39:06.965 +0200",NA
399090,344892,25561,583.1,573.9,592.3,"2024-04-11 08:39:06.965 +0200",NA
399091,344836,25561,583.1,573.9,592.3,"2024-04-11 08:39:06.965 +0200",NA
399092,344893,25561,595.6,584.7,606.5,"2024-04-11 08:39:06.965 +0200",NA
399093,344837,25561,595.6,584.7,606.5,"2024-04-11 08:39:06.965 +0200",NA
399094,344894,25561,608,595.6,620.4,"2024-04-11 08:39:06.965 +0200",NA
399095,344838,25561,608,595.6,620.4,"2024-04-11 08:39:06.965 +0200",NA
399096,344895,25561,620.5,606.6,634.4,"2024-04-11 08:39:06.965 +0200",NA
399097,344839,25561,620.5,606.6,634.4,"2024-04-11 08:39:06.965 +0200",NA
399098,344896,25561,-50,-53.8,-46.2,"2024-04-11 08:39:06.965 +0200",NA
399099,344897,25561,-49,-52.9,-45.1,"2024-04-11 08:39:06.965 +0200",NA
399100,344898,25561,-47.9,-51.9,-43.9,"2024-04-11 08:39:06.965 +0200",NA
399101,344899,25561,-46.8,-50.9,-42.7,"2024-04-11 08:39:06.965 +0200",NA
399102,344900,25561,-45.7,-49.9,-41.5,"2024-04-11 08:39:06.965 +0200",NA
399103,344901,25561,-44.7,-48.9,-40.5,"2024-04-11 08:39:06.965 +0200",NA
399104,344902,25561,-43.6,-47.9,-39.3,"2024-04-11 08:39:06.965 +0200",NA
399105,344903,25561,-42.5,-46.8,-38.2,"2024-04-11 08:39:06.965 +0200",NA
399106,344904,25561,-41.4,-45.8,-37,"2024-04-11 08:39:06.965 +0200",NA
399107,344905,25561,-40.4,-44.8,-36,"2024-04-11 08:39:06.965 +0200",NA
399108,344906,25561,-39.3,-43.8,-34.8,"2024-04-11 08:39:06.965 +0200",NA
399109,344907,25561,-38.2,-42.7,-33.7,"2024-04-11 08:39:06.965 +0200",NA
399110,344908,25561,-37.1,-41.6,-32.6,"2024-04-11 08:39:06.965 +0200",NA
399111,344909,25561,-36.1,-40.7,-31.5,"2024-04-11 08:39:06.965 +0200",NA
399112,344910,25561,-35,-39.6,-30.4,"2024-04-11 08:39:06.965 +0200",NA
399113,344911,25561,-33.9,-38.5,-29.3,"2024-04-11 08:39:06.965 +0200",NA
399114,344912,25561,-32.9,-37.5,-28.3,"2024-04-11 08:39:06.965 +0200",NA
399115,344913,25561,-31.8,-36.4,-27.2,"2024-04-11 08:39:06.965 +0200",NA
399116,344914,25561,-30.7,-35.3,-26.1,"2024-04-11 08:39:06.965 +0200",NA
399117,344915,25561,-29.6,-34.3,-24.9,"2024-04-11 08:39:06.965 +0200",NA
399118,344916,25561,-28.6,-33.3,-23.9,"2024-04-11 08:39:06.965 +0200",NA
399119,344917,25561,-27.5,-32.2,-22.8,"2024-04-11 08:39:06.965 +0200",NA
399120,344918,25561,-26.4,-31.1,-21.7,"2024-04-11 08:39:06.965 +0200",NA
399121,344919,25561,-25.3,-29.9,-20.7,"2024-04-11 08:39:06.965 +0200",NA
399122,344920,25561,-24.3,-28.9,-19.7,"2024-04-11 08:39:06.965 +0200",NA
399123,344921,25561,-23.2,-27.8,-18.6,"2024-04-11 08:39:06.965 +0200",NA
399124,344922,25561,-22.1,-26.7,-17.5,"2024-04-11 08:39:06.965 +0200",NA
399125,344923,25561,-21.1,-25.7,-16.5,"2024-04-11 08:39:06.965 +0200",NA
399126,344924,25561,-20,-24.6,-15.4,"2024-04-11 08:39:06.965 +0200",NA
399127,344925,25561,-18.9,-23.5,-14.3,"2024-04-11 08:39:06.965 +0200",NA
399128,344926,25561,-17.8,-22.3,-13.3,"2024-04-11 08:39:06.965 +0200",NA
399129,344927,25561,-16.8,-21.3,-12.3,"2024-04-11 08:39:06.965 +0200",NA
399130,344928,25561,-15.7,-20.1,-11.3,"2024-04-11 08:39:06.965 +0200",NA
399131,344929,25561,-14.6,-19,-10.2,"2024-04-11 08:39:06.965 +0200",NA
399132,344930,25561,-13.5,-17.9,-9.1,"2024-04-11 08:39:06.965 +0200",NA
399133,344931,25561,-12.5,-16.8,-8.2,"2024-04-11 08:39:06.965 +0200",NA
399134,344932,25561,-11.4,-15.6,-7.2,"2024-04-11 08:39:06.965 +0200",NA
399135,344933,25561,-10.3,-14.5,-6.1,"2024-04-11 08:39:06.965 +0200",NA
399136,344934,25561,-9.3,-13.4,-5.2,"2024-04-11 08:39:06.965 +0200",NA
399137,344935,25561,-8.2,-12.2,-4.2,"2024-04-11 08:39:06.965 +0200",NA
399138,344936,25561,-7.1,-11.1,-3.1,"2024-04-11 08:39:06.965 +0200",NA
399139,344937,25561,-6,-9.9,-2.1,"2024-04-11 08:39:06.965 +0200",NA
399140,344938,25561,-5,-8.8,-1.2,"2024-04-11 08:39:06.965 +0200",NA
399141,344939,25561,-3.9,-7.6,-0.2,"2024-04-11 08:39:06.965 +0200",NA
399142,344940,25561,-2.8,-6.4,0.8,"2024-04-11 08:39:06.965 +0200",NA
399143,344941,25561,-1.7,-5.2,1.8,"2024-04-11 08:39:06.965 +0200",NA
399144,344942,25561,-0.7,-4.1,2.7,"2024-04-11 08:39:06.965 +0200",NA
399145,344943,25561,0.4,-2.9,3.7,"2024-04-11 08:39:06.965 +0200",NA
399146,344944,25561,1.5,-1.7,4.7,"2024-04-11 08:39:06.965 +0200",NA
399147,344945,25561,2.6,-0.5,5.7,"2024-04-11 08:39:06.965 +0200",NA
399148,344946,25561,3.6,0.7,6.5,"2024-04-11 08:39:06.965 +0200",NA
399149,344947,25561,4.6,2.1,7.1,"2024-04-11 08:39:06.965 +0200",NA
399150,344948,25561,5.6,3.4,7.8,"2024-04-11 08:39:06.965 +0200",NA
399151,344949,25561,6.6,4.3,8.9,"2024-04-11 08:39:06.965 +0200",NA
399152,344950,25561,8,5.4,10.6,"2024-04-11 08:39:06.965 +0200",NA
399153,344951,25561,9.7,7.5,11.9,"2024-04-11 08:39:06.965 +0200",NA
399154,344952,25561,10,10,10,"2024-04-11 08:39:06.965 +0200",NA
399155,344953,25561,12,9.5,14.5,"2024-04-11 08:39:06.965 +0200",NA
399156,344954,25561,13.8,11.3,16.3,"2024-04-11 08:39:06.965 +0200",NA
399157,344955,25561,15.4,12.2,18.6,"2024-04-11 08:39:06.965 +0200",NA
399158,344956,25561,17.1,13.4,20.8,"2024-04-11 08:39:06.965 +0200",NA
399159,344957,25561,18.9,14.9,22.9,"2024-04-11 08:39:06.965 +0200",NA
399160,344958,25561,20.7,16.4,25,"2024-04-11 08:39:06.965 +0200",NA
399161,344959,25561,22.5,18,27,"2024-04-11 08:39:06.965 +0200",NA
399162,344960,25561,24.3,19.5,29.1,"2024-04-11 08:39:06.965 +0200",NA
399163,344961,25561,26.1,21.1,31.1,"2024-04-11 08:39:06.965 +0200",NA
399164,344962,25561,27.8,22.6,33,"2024-04-11 08:39:06.965 +0200",NA
399165,344963,25561,29.6,24.3,34.9,"2024-04-11 08:39:06.965 +0200",NA
399166,344964,25561,31.4,25.9,36.9,"2024-04-11 08:39:06.965 +0200",NA
399167,344965,25561,33.2,27.6,38.8,"2024-04-11 08:39:06.965 +0200",NA
399168,344966,25561,35,29.2,40.8,"2024-04-11 08:39:06.965 +0200",NA
399169,344967,25561,36.7,30.8,42.6,"2024-04-11 08:39:06.965 +0200",NA
399170,344968,25561,38.5,32.5,44.5,"2024-04-11 08:39:06.965 +0200",NA
399171,344969,25561,40.3,34.2,46.4,"2024-04-11 08:39:06.965 +0200",NA
399172,344970,25561,42.1,35.9,48.3,"2024-04-11 08:39:06.965 +0200",NA
399173,344971,25561,43.9,37.6,50.2,"2024-04-11 08:39:06.965 +0200",NA
399174,344972,25561,45.6,39.3,51.9,"2024-04-11 08:39:06.965 +0200",NA
399175,344973,25561,47.4,41,53.8,"2024-04-11 08:39:06.965 +0200",NA
399176,344974,25561,49.2,42.7,55.7,"2024-04-11 08:39:06.965 +0200",NA
399177,344975,25561,51,44.5,57.5,"2024-04-11 08:39:06.965 +0200",NA
399178,344976,25561,52.8,46.3,59.3,"2024-04-11 08:39:06.965 +0200",NA
399179,344977,25561,54.5,48,61,"2024-04-11 08:39:06.965 +0200",NA
399180,344978,25561,56.3,49.8,62.8,"2024-04-11 08:39:06.965 +0200",NA
399181,344979,25561,58.1,51.6,64.6,"2024-04-11 08:39:06.965 +0200",NA
399182,344980,25561,59.9,53.4,66.4,"2024-04-11 08:39:06.965 +0200",NA
399183,344981,25561,61.7,55.2,68.2,"2024-04-11 08:39:06.965 +0200",NA
399184,344982,25561,63.5,57,70,"2024-04-11 08:39:06.965 +0200",NA
399185,344983,25561,65.3,58.8,71.8,"2024-04-11 08:39:06.965 +0200",NA
399186,344984,25561,67,60.6,73.4,"2024-04-11 08:39:06.965 +0200",NA
399187,344985,25561,68.8,62.4,75.2,"2024-04-11 08:39:06.965 +0200",NA
399188,344986,25561,70.6,64.3,76.9,"2024-04-11 08:39:06.965 +0200",NA
399189,344987,25561,72.4,66.2,78.6,"2024-04-11 08:39:06.965 +0200",NA
399190,344988,25561,74.2,68.1,80.3,"2024-04-11 08:39:06.965 +0200",NA
399191,344989,25561,76,70,82,"2024-04-11 08:39:06.965 +0200",NA
399192,344990,25561,77.7,71.8,83.6,"2024-04-11 08:39:06.965 +0200",NA
399193,344991,25561,79.5,73.7,85.3,"2024-04-11 08:39:06.965 +0200",NA
399194,344992,25561,81.3,75.6,87,"2024-04-11 08:39:06.965 +0200",NA
399195,344993,25561,83.1,77.6,88.6,"2024-04-11 08:39:06.965 +0200",NA
399196,344994,25561,84.9,79.5,90.3,"2024-04-11 08:39:06.965 +0200",NA
399197,344995,25561,86.6,81.4,91.8,"2024-04-11 08:39:06.965 +0200",NA
399198,344996,25561,88.4,83.4,93.4,"2024-04-11 08:39:06.965 +0200",NA
399199,344997,25561,90.2,85.4,95,"2024-04-11 08:39:06.965 +0200",NA
399200,344998,25561,94,88,100,"2024-04-11 08:39:06.965 +0200",NA
399201,344999,25561,97.8,90.8,104.8,"2024-04-11 08:39:06.965 +0200",NA
399202,345000,25561,101.6,93.8,109.4,"2024-04-11 08:39:06.965 +0200",NA
399203,345001,25561,105.4,96.9,113.9,"2024-04-11 08:39:06.965 +0200",NA
399204,345002,25561,109.2,100.1,118.3,"2024-04-11 08:39:06.965 +0200",NA
399205,345003,25561,113,103.3,122.7,"2024-04-11 08:39:06.965 +0200",NA
399206,345004,25561,116.8,106.6,127,"2024-04-11 08:39:06.965 +0200",NA
399207,345005,25561,120.6,110,131.2,"2024-04-11 08:39:06.965 +0200",NA
399208,345006,25561,124.4,113.4,135.4,"2024-04-11 08:39:06.965 +0200",NA
399209,345007,25561,128.1,116.7,139.5,"2024-04-11 08:39:06.965 +0200",NA
399210,345008,25561,131.9,120.2,143.6,"2024-04-11 08:39:06.965 +0200",NA
399211,345009,25561,135.7,123.7,147.7,"2024-04-11 08:39:06.965 +0200",NA
399212,345010,25561,139.5,127.2,151.8,"2024-04-11 08:39:06.965 +0200",NA
399213,345011,25561,143.3,130.7,155.9,"2024-04-11 08:39:06.965 +0200",NA
399214,345012,25561,147,134.2,159.8,"2024-04-11 08:39:06.965 +0200",NA
399215,345013,25561,150.8,137.8,163.8,"2024-04-11 08:39:06.965 +0200",NA
399216,345014,25561,154.6,141.4,167.8,"2024-04-11 08:39:06.965 +0200",NA
399217,345015,25561,158.3,144.9,171.7,"2024-04-11 08:39:06.965 +0200",NA
399218,345016,25561,162.1,148.6,175.6,"2024-04-11 08:39:06.965 +0200",NA
399219,345017,25561,166,152.4,179.6,"2024-04-11 08:39:06.965 +0200",NA
399220,345018,25561,169.8,156.1,183.5,"2024-04-11 08:39:06.965 +0200",NA
399221,345019,25561,173.6,159.7,187.5,"2024-04-11 08:39:06.965 +0200",NA
399222,345020,25561,177.4,163.5,191.3,"2024-04-11 08:39:06.965 +0200",NA
