"ELEMTYPEID","ELEMENTYPE","DATASRCID","CREATED_AT","UPDATED_AT"
846,"cone",10,"2024-04-12 14:01:54.970 +0200",NA
847,"150-425 μm",10,"2024-04-12 14:01:54.970 +0200",NA
848,"425-1180 μm",10,"2024-04-12 14:01:54.970 +0200",NA
849,"cone scale bract",10,"2024-04-12 14:01:54.970 +0200",NA
850,"frond",10,"2024-04-12 14:01:54.970 +0200",NA
851,"leaf scale",10,"2024-04-12 14:01:54.970 +0200",NA
852,"50-500 µm",10,"2024-04-12 14:01:54.970 +0200",NA
853,"25-100 µm",10,"2024-04-12 14:01:54.970 +0200",NA
854,"grain",10,"2024-04-12 14:01:54.970 +0200",NA
855,"leaf-hair base",10,"2024-04-12 14:01:54.970 +0200",NA
856,"star cell",10,"2024-04-12 14:01:54.970 +0200",NA
857,"trichosclereid",10,"2024-04-12 14:01:54.970 +0200",NA
858,"<10 µm",10,"2024-04-12 14:01:54.970 +0200",NA
859,"10-25 µm",10,"2024-04-12 14:01:54.970 +0200",NA
860,"charred epidermis",10,"2024-04-12 14:01:54.970 +0200",NA
861,"root hair",10,"2024-04-12 14:01:54.970 +0200",NA
862,"root yellowish cells",10,"2024-04-12 14:01:54.970 +0200",NA
863,"<180 µm",10,"2024-04-12 14:01:54.970 +0200",NA
864,"dry specific weight",10,"2024-04-12 14:01:54.970 +0200",NA
865,"catkin scale, female",10,"2024-04-12 14:01:54.970 +0200",NA
866,"charcoal",10,"2024-04-12 14:01:54.970 +0200",NA
867,"leaf/leaf fragment",10,"2024-04-12 14:01:54.970 +0200",NA
868,"water mass %",10,"2024-04-12 14:01:54.970 +0200",NA
869,"budscale",10,"2024-04-12 14:01:54.970 +0200",NA
870,"plant",10,"2024-04-12 14:01:54.970 +0200",NA
871,"decomposition",10,"2024-04-12 14:01:54.970 +0200",NA
872,"soil",10,"2024-04-12 14:01:54.970 +0200",NA
873,"stone",10,"2024-04-12 14:01:54.970 +0200",NA
874,"faecal pellet",10,"2024-04-12 14:01:54.970 +0200",NA
875,"macroremains",10,"2024-04-12 14:01:54.970 +0200",NA
876,"dry specific gravity",10,"2024-04-12 14:01:54.970 +0200",NA
877,"wet specific gravity",10,"2024-04-12 14:01:54.970 +0200",NA
878,"518 nm light transmission",10,"2024-04-12 14:01:54.970 +0200",NA
879,"branch periderm",10,"2024-04-12 14:01:54.970 +0200",NA
880,"carapax",10,"2024-04-12 14:01:54.970 +0200",NA
881,"cf. budscale",10,"2024-04-12 14:01:54.970 +0200",NA
882,"cf. stem",10,"2024-04-12 14:01:54.970 +0200",NA
883,"fragment (black)",10,"2024-04-12 14:01:54.970 +0200",NA
884,"fragment (brown)",10,"2024-04-12 14:01:54.970 +0200",NA
885,"fragment (forked)",10,"2024-04-12 14:01:54.970 +0200",NA
886,"leaf callus",10,"2024-04-12 14:01:54.970 +0200",NA
887,"leaf sheath",10,"2024-04-12 14:01:54.970 +0200",NA
888,"needle base",10,"2024-04-12 14:01:54.970 +0200",NA
889,"seed (brown)",10,"2024-04-12 14:01:54.970 +0200",NA
890,"spine/mandible",10,"2024-04-12 14:01:54.970 +0200",NA
891,"bud (unripe)",10,"2024-04-12 14:01:54.970 +0200",NA
892,"bud (young)",10,"2024-04-12 14:01:54.970 +0200",NA
893,"fibre",10,"2024-04-12 14:01:54.970 +0200",NA
894,"wood fragment (large)",10,"2024-04-12 14:01:54.970 +0200",NA
895,"wood fragment (small)",10,"2024-04-12 14:01:54.970 +0200",NA
896,"yr/cm",10,"2024-04-12 14:01:54.970 +0200",NA
897,"flux",10,"2024-04-12 14:01:54.970 +0200",NA
898,"0-50 µm",10,"2024-04-12 14:01:54.970 +0200",NA
899,"DNA",10,"2024-04-12 14:01:54.970 +0200",NA
900,"grains/cm²/yr",10,"2024-04-12 14:01:54.970 +0200",NA
901,"pollen/cm²/yr",10,"2024-04-12 14:01:54.970 +0200",NA
902,"head, pronotum, left elytron, right elytron",10,"2024-04-12 14:01:54.970 +0200",NA
903,"pronotum, left elytron, right elytron",10,"2024-04-12 14:01:54.970 +0200",NA
904,"head, left elytron, right elytron",10,"2024-04-12 14:01:54.970 +0200",NA
905,"pronotum,,left elytron, right elytron",10,"2024-04-12 14:01:54.970 +0200",NA
906,"left elytron",10,"2024-04-12 14:01:54.970 +0200",NA
907,"right elytron",10,"2024-04-12 14:01:54.970 +0200",NA
908,"head, pronotum",10,"2024-04-12 14:01:54.970 +0200",NA
909,"head, left elytron",10,"2024-04-12 14:01:54.970 +0200",NA
910,"left elytron, right elytron",10,"2024-04-12 14:01:54.970 +0200",NA
911,"head, right elytron",10,"2024-04-12 14:01:54.970 +0200",NA
912,"250-500 µm",10,"2024-04-12 14:01:54.970 +0200",NA
913,"cephalothoraces",10,"2024-04-12 14:01:54.970 +0200",NA
914,"cephalothorax",10,"2024-04-12 14:01:54.970 +0200",NA
915,"elytra",10,"2024-04-12 14:01:54.970 +0200",NA
916,"head, pronotum, elytra",10,"2024-04-12 14:01:54.970 +0200",NA
917,"pronotum, elytra",10,"2024-04-12 14:01:54.970 +0200",NA
918,"head, pronotum, elytron",10,"2024-04-12 14:01:54.970 +0200",NA
919,"head, elytra",10,"2024-04-12 14:01:54.970 +0200",NA
920,"head, elytron",10,"2024-04-12 14:01:54.970 +0200",NA
921,"pronotum, elytron",10,"2024-04-12 14:01:54.970 +0200",NA
922,"pronotum, hemelytron",10,"2024-04-12 14:01:54.970 +0200",NA
923,"head, pronota, elytra",10,"2024-04-12 14:01:54.970 +0200",NA
924,"250-500 μm",10,"2024-04-12 14:01:54.970 +0200",NA
925,"bark and cone-scale fragments",10,"2024-04-12 14:01:54.970 +0200",NA
926,"branchlet with leaf-scars",10,"2024-04-12 14:01:54.970 +0200",NA
927,"bud-scale",10,"2024-04-12 14:01:54.970 +0200",NA
928,"bud-scales and anthers",10,"2024-04-12 14:01:54.970 +0200",NA
929,"bark and cone scale fragments",10,"2024-04-12 14:01:54.970 +0200",NA
930,"branchlet with leaf scars",10,"2024-04-12 14:01:54.970 +0200",NA
931,"bud scales and anthers",10,"2024-04-12 14:01:54.970 +0200",NA
932,"female catkin scale",10,"2024-04-12 14:01:54.970 +0200",NA
933,"female cone scale",10,"2024-04-12 14:01:54.970 +0200",NA
934,"leaf fragment",10,"2024-04-12 14:01:54.970 +0200",NA
935,"male cone",10,"2024-04-12 14:01:54.970 +0200",NA
936,"needle cushion",10,"2024-04-12 14:01:54.970 +0200",NA
937,"nut scale",10,"2024-04-12 14:01:54.970 +0200",NA
938,"short-shoot",10,"2024-04-12 14:01:54.970 +0200",NA
939,"pronotum, left elytron",10,"2024-04-12 14:01:54.970 +0200",NA
940,"pronotum, right elytron",10,"2024-04-12 14:01:54.970 +0200",NA
941,"frontoclypeal segment",10,"2024-04-12 14:01:54.970 +0200",NA
942,"head, pronotum, right elytron",10,"2024-04-12 14:01:54.970 +0200",NA
943,"head, pronotum, left elytron",10,"2024-04-12 14:01:54.970 +0200",NA
944,"insects and feathers",10,"2024-04-12 14:01:54.970 +0200",NA
945,"uncertainty conc",10,"2024-04-12 14:01:54.970 +0200",NA
946,"18S rRNA",10,"2024-04-12 14:01:54.970 +0200",NA
947,"trnL p6-loop",10,"2024-04-12 14:01:54.970 +0200",NA
948,"spherules",10,"2024-04-12 14:01:54.970 +0200",NA
949,"concentration error",10,"2024-04-12 14:01:54.970 +0200",NA
950,"influx",10,"2024-04-12 14:01:54.970 +0200",NA
951,"clump",10,"2024-04-12 14:01:54.970 +0200",NA
952,"added",10,"2024-04-12 14:01:54.970 +0200",NA
953,"remains",10,"2024-04-12 14:01:54.970 +0200",NA
954,"tetrad",10,"2024-04-12 14:01:54.970 +0200",NA
955,"105°c",10,"2024-04-12 14:01:54.970 +0200",NA
956,"counted (non-dino)",10,"2024-04-12 14:01:54.970 +0200",NA
957,"650°c",10,"2024-04-12 14:01:54.970 +0200",NA
958,"charred leaf fragment",10,"2024-04-12 14:01:54.970 +0200",NA
959,"charred needle fragment",10,"2024-04-12 14:01:54.970 +0200",NA
960,"seed wing fragment",10,"2024-04-12 14:01:54.970 +0200",NA
961,"ommatidium",10,"2024-04-12 14:01:54.970 +0200",NA
962,"kyste",10,"2024-04-12 14:01:54.970 +0200",NA
963,"125-500 μm",10,"2024-04-12 14:01:54.970 +0200",NA
964,"charred remain",10,"2024-04-12 14:01:54.970 +0200",NA
965,"seed/leaf",10,"2024-04-12 14:01:54.970 +0200",NA
966,"seed/spindle",10,"2024-04-12 14:01:54.970 +0200",NA
967,"epidermis/spine",10,"2024-04-12 14:01:54.970 +0200",NA
968,"high frequency 15616 hz 200 a/m",10,"2024-04-12 14:01:54.970 +0200",NA
969,"low frequency 976 hz 200 a/m",10,"2024-04-12 14:01:54.970 +0200",NA
970,"mineral residue",10,"2024-04-12 14:01:54.970 +0200",NA
971,"wet volume",10,"2024-04-12 14:01:54.970 +0200",NA
972,"clump of 2",10,"2024-04-12 14:01:54.970 +0200",NA
973,"clump of 3",10,"2024-04-12 14:01:54.970 +0200",NA
974,"bulk tissue",10,"2024-04-12 14:01:54.970 +0200",NA
975,"250 µm",10,"2024-04-12 14:01:54.970 +0200",NA
976,"125 µm",10,"2024-04-12 14:01:54.970 +0200",NA
